1	28002.49130412	98019.64086964
2	31635.06144196	95739.32788049
3	22739.78970197	100215.66126631
4	15561.71131447	90665.27459301
5	29348.64163316	88730.16371666
6	26077.21694080	97852.11434825
7	31262.79346302	100164.08319579
8	29485.32126203	96497.01577270
9	29283.13632827	100264.57841324
10	19939.24009447	99888.83112593
11	25293.73157459	100244.65232615
12	20842.46573842	94800.04486220
13	30794.95916095	93444.18591213
14	8774.81647275	79605.34243027
15	22429.52316481	97825.54835044
16	26902.80913996	93963.10157603
17	16885.36779071	100165.61293461
18	28051.59534370	82536.87266645
19	31641.64477291	98108.96589062
20	24370.04257380	91820.30783902
21	29961.45190897	98456.68405914
22	27122.34841615	99626.01106291
23	24180.10749696	95586.43465741
24	31441.15104326	105445.41709196
25	22572.18907714	113422.39868767
26	22898.61942969	121197.34759013
27	25105.74067265	109159.56136078
28	23476.23503973	102276.11097365
29	19958.19051776	133350.94661935
30	31450.11899295	110795.11169455
31	29544.77718453	104057.05906177
32	25855.35415492	115222.18024659
33	26585.98414397	108989.56116010
34	27286.48669320	106369.35488156
35	9103.08079510	104421.84936017
36	21300.81902007	102331.66089350
37	27488.81901852	103414.39420852
38	15764.10701963	102827.00615252
39	31516.59357850	107967.84064731
40	25484.09444775	102203.50403110
41	29309.86438647	114226.04470041
42	29885.38517246	109898.13622539
43	28712.73720878	101981.20710219
44	23512.86072618	106349.79087208
45	31519.78443645	102532.82877977
46	20404.78891935	106517.12258054
47	17613.34985384	109659.68845991
48	28689.03751641	119279.31240209
49	23309.86462048	104544.08131273
50	30103.35425369	101801.14727571
51	28111.19511630	110330.59763493
52	25652.67615964	104354.72872552
53	25510.44098150	106879.82124547
54	29711.51405110	106078.73176459
55	28766.35057662	107914.13149439
56	15383.22617871	118058.44448892
57	38757.19138448	91345.08506938
58	42491.94836973	95912.98953950
59	55939.64830368	98531.08975974
60	37312.43023580	99653.08622800
61	39524.53585668	100118.18737381
62	33635.08938221	95486.78665950
63	43487.93856832	88001.94652496
64	33961.14186521	93042.05559175
65	34598.95202596	88193.70060704
66	46895.16716331	78646.27584980
67	36360.31358434	95397.62434256
68	42372.76033313	99976.59153873
69	35382.88294263	99950.66043741
70	33328.59404039	98654.73671138
71	38939.09110608	97109.76308842
72	48244.49846153	99086.82231433
73	42024.17750716	107578.92713311
74	51871.68441784	116692.60428318
75	43653.70003447	102801.72707396
76	35081.13080045	101916.01231764
77	39355.65992392	111590.40059674
78	38762.25301447	102090.24213272
79	33677.61919521	103611.27478016
80	39104.22080865	105710.08750687
81	33949.60492281	110532.14974837
82	37438.36903972	106938.08136235
83	38160.67141178	103896.99576037
84	33670.15071482	105644.80852698
85	90833.01063028	141494.47749802
86	35319.56437026	117361.51705040
87	46231.19735797	119568.38822684
88	57693.46217523	104126.21677522
89	49188.65342092	103144.39630562
90	36023.55040647	104580.55395143
91	35228.59386516	113733.44447598
92	40975.97561611	102452.72846853
93	44460.79802306	113129.04798436
94	36632.08576047	124818.68557411
95	36974.87264284	102494.19693465
96	33357.82982837	107742.82157194
97	35831.62919764	109715.46318720
98	35203.81991676	107280.21348296
99	40213.29532056	109288.52814538
100	50280.26208302	120540.66264752
